attack_id,name,tier,group,selection_reasons,guard_disabled,dodge_bypass,airborne_avoidance,parry_disabled,bullet_ids,behavior_ids,animation_associations,npc_row_count,map_npc_model_count,vanilla_flag_changes,priority_band
4720114,[Godfrey] Bullet,A,Godfrey ordinary waves,airborne-avoidance;small-floor-probe;small-short-enemy-bullet,0,0,1,1,4720114,247200114;247200113;247200112;247200172;247200351;247200361;247200371;247200381,c4720:3001@2.300;c4720:3009@1.300;c4720:3034@1.033;c4720:6000@1.767;c4720:6002@1.633;c4720:6003@1.633,4,2,{},P1
4720172,[Godfrey] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4720172,247200172,c4720:3009@1.300,4,2,{},
4720192,[Godfrey] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4720192,247200192,c4720:1003011@2.000;c4720:1003014@2.000;c4720:3011@2.000;c4720:3014@2.000,4,2,{},
4720193,[Godfrey] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4720193,247200193,c4720:3011@4.100;c4720:3014@4.000,4,2,{},
4720194,[Godfrey] Bullet - Huge Pullup,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4720194,247200194,c4720:1003011@6.100;c4720:1003014@5.933;c4720:3011@6.100;c4720:3014@5.933,4,2,{},
4720251,[Godfrey] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4720251,247200251,c4720:3016@1.700,4,2,{},
4720281,[SACRED][Godfrey] Bullet - Phase Shift Stomp,C,Godfrey and Hoarah large waves,airborne-avoidance;name,0,1,1,1,4720281,247200281,c4720:3019@3.867,4,2,"{""isDisableNoDamage"":{""vanilla"":0,""sovereign"":1}}",
4720321,[Godfrey] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4720321,247200321,c4720:3031@1.233,4,2,{},
4720351,[Godfrey] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4720351,247200351,c4720:3034@1.033,4,2,{},
4720361,[Godfrey] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4720361,247200361,c4720:6000@1.767,4,2,{},
4720371,[Godfrey] Bullet - Non Full Screen,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4720371,247200371,c4720:6002@1.633,4,2,{},
4720381,[Godfrey] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4720381,247200381,c4720:6003@1.633,4,2,{},
4720400,[Godfrey] Bullet - Full Screen,C,Godfrey and Hoarah large waves,airborne-avoidance,1,0,1,1,4720400,247200400,c4720:1003001@2.300;c4720:1003009@1.300;c4720:1003011@4.100;c4720:1003014@4.000;c4720:1003034@1.033;c4720:1006000@1.767;c4720:1006002@1.633;c4720:1006003@1.633;c4720:3019@3.900,4,2,{},
4721120,[Hoarah Loux],U,Unapproved screening result,airborne-avoidance,0,0,1,1,,247210120,c4721:3004@1.200,2,2,{},
4721140,[Hoarah Loux] Bullet - Stomp,U,Unapproved screening result,name;small-short-enemy-bullet,0,0,0,1,4721140,247210140,c4721:3005@1.600,2,2,{},
4721142,[Hoarah Loux] Bullet,A,Hoarah Loux ordinary waves,airborne-avoidance;small-floor-probe;small-short-enemy-bullet,0,0,1,1,4721142,247210142;247210141;247210140;247210270;247210390;247210420;247210431;247210451,c4721:3005@1.600;c4721:3018@0.800;c4721:3032@3.400;c4721:3034@1.033;c4721:3035@1.633;c4721:3037@1.300,2,2,{},P1
4721160,[Hoarah Loux] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4721160,247210160,c4721:3006@1.433,2,2,{},
4721220,[Hoarah Loux] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4721220,247210220,c4721:3012@1.700,2,2,{},
4721270,[Hoarah Loux] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4721270,247210270,c4721:3018@0.800,2,2,{},
4721310,[Hoarah Loux] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4721310,247210310,c4721:3022@3.967,2,2,{},
4721311,[Hoarah Loux] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4721311,,,0,0,{},
4721370,[Hoarah Loux] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4721370,247210370,c4721:3031@1.533,2,2,{},
4721390,[Hoarah Loux] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4721390,247210390,c4721:3032@3.400,2,2,{},
4721420,[Hoarah Loux] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4721420,247210420,c4721:3034@1.033,2,2,{},
4721431,[Hoarah Loux] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4721431,247210431,c4721:3035@1.633,2,2,{},
4721441,[Hoarah Loux] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4721441,247210441,c4721:3036@1.567,2,2,{},
4721451,[Hoarah Loux] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4721451,247210451,c4721:3037@1.300,2,2,{},
4721470,[Hoarah Loux] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4721470,247210470,c4721:1003038@1.700;c4721:3038@1.700,2,2,{},
4721471,[Hoarah Loux] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4721471,247210471,c4721:1003038@2.833;c4721:3038@2.833,2,2,{},
4721472,[Hoarah Loux] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4721472,247210472,c4721:1003038@5.300;c4721:3038@5.300,2,2,{},
4721600,[Hoarah Loux] Bullet - Full Screen,C,Godfrey and Hoarah large waves,airborne-avoidance,1,0,1,1,4721600,247210600,c4721:1003005@1.600;c4721:1003018@0.800;c4721:1003032@3.400;c4721:1003034@1.033;c4721:1003035@1.633;c4721:1003037@1.300;c4721:1003038@1.700;c4721:1003038@2.833;c4721:3022@3.967;c4721:3022@6.067,2,2,{},
4730223,[Starscourge Radahn] Bullet - Shockwave,U,Unapproved screening result,name,0,0,0,1,4730223,247300223,c4730:3012@1.900,2,1,{},
4730224,[Starscourge Radahn] Bullet - Shockwave,C,Starscourge Radahn physical waves,airborne-avoidance;name;small-short-enemy-bullet,0,0,1,1,4730224,247300224;247300223,c4730:3012@1.900,2,1,{},
4730225,[Starscourge Radahn] Bullet - Shockwave,U,Unapproved screening result,name,0,0,0,1,4730225,247300225,,2,1,{},
4730226,[Starscourge Radahn] Bullet - Shockwave,C,Starscourge Radahn physical waves,airborne-avoidance;name;small-short-enemy-bullet,0,0,1,1,4730226,247300226;247300225,,2,1,{},
4730233,[Starscourge Radahn] Bullet - Shockwave,U,Unapproved screening result,name,0,0,0,1,4730233,247300233,c4730:3013@1.900,2,1,{},
4730234,[Starscourge Radahn] Bullet - Shockwave,C,Starscourge Radahn physical waves,airborne-avoidance;name;small-short-enemy-bullet,0,0,1,1,4730234,247300234;247300233,c4730:3013@1.900,2,1,{},
4730235,[Starscourge Radahn] Bullet - Shockwave,U,Unapproved screening result,name,0,0,0,1,4730235,247300235,,2,1,{},
4730236,[Starscourge Radahn] Bullet - Shockwave,C,Starscourge Radahn physical waves,airborne-avoidance;name;small-short-enemy-bullet,0,0,1,1,4730236,247300236;247300235,,2,1,{},
4730336,[Starscourge Radahn] Bullet - Small Orbs Launched,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4730336,247300336;247300332;247300333;247300334;247300335,c4730:3025@1.433,2,1,{},
4730346,[Starscourge Radahn] Bullet - Meteor AoE,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4730346,247300346;247300342;247300343;247300344;247300345,c4730:3027@0.567;c4730:3027@0.600;c4730:3027@0.933;c4730:3027@0.967,2,1,{},
4730347,[Starscourge Radahn] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4730347,247300347,c4730:3027@1.067,2,1,{},
4730351,[Starscourge Radahn] Bullet - Magic Shockwave,U,Unapproved screening result,name,0,0,0,1,4730351,247300351,c4730:3029@2.067,2,1,{},
4730352,[Starscourge Radahn] Bullet - Magic Shockwave,C,Starscourge Radahn magic waves,airborne-avoidance;name;small-short-enemy-bullet,0,0,1,1,4730352,247300352;247300351,c4730:3029@2.067,2,1,{},
4730353,[Starscourge Radahn] Bullet - Magic Shockwave,U,Unapproved screening result,name,0,0,0,1,4730353,247300353,c4730:3029@3.667,2,1,{},
4730354,[Starscourge Radahn] Bullet - Magic Shockwave,C,Starscourge Radahn magic waves,airborne-avoidance;name;small-short-enemy-bullet,0,0,1,1,4730354,247300354;247300353,c4730:3029@3.667,2,1,{},
4730367,[Starscourge Radahn] Bullet - Shockwave,U,Unapproved screening result,name,0,0,0,1,4730367,247300367,,2,1,{},
4730368,[Starscourge Radahn] Bullet - Shockwave,C,Starscourge Radahn physical waves,airborne-avoidance;name;small-short-enemy-bullet,0,0,1,1,4730368,247300368;247300367,,2,1,{},
4730372,[Starscourge Radahn] Bullet - Weak Shockwave,U,Unapproved screening result,name,0,0,0,1,4730372,247300372,c4730:3031@2.533,2,1,{},
4730373,[Starscourge Radahn] Bullet - Weak Shockwave,C,Starscourge Radahn physical waves,airborne-avoidance;name;small-short-enemy-bullet,0,0,1,1,4730373,247300373;247300372,c4730:3031@2.533,2,1,{},
4730374,[Starscourge Radahn] Bullet - Magic Shockwave,U,Unapproved screening result,name,0,0,0,1,4730374,247300374,c4730:3031@4.333,2,1,{},
4730375,[Starscourge Radahn] Bullet - Magic Shockwave,C,Starscourge Radahn magic waves,airborne-avoidance;name;small-short-enemy-bullet,0,0,1,1,4730375,247300375;247300374,c4730:3031@4.333,2,1,{},
4730384,[Starscourge Radahn] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4730384,247300384;247300380;247300381;247300382;247300383;247300376;247300377;247300378;247300379,c4730:3031@4.233;c4730:3031@4.333;c4730:3031@4.433;c4730:3031@4.667,2,1,{},
4730385,[Starscourge Radahn] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4730385,247300385;247300384;247300380;247300381;247300382;247300383;247300376;247300377;247300378;247300379,c4730:3031@4.233;c4730:3031@4.333;c4730:3031@4.433;c4730:3031@4.667,2,1,{},
4730394,[Starscourge Radahn] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4730394,247300394,c4730:3035@2.333,2,1,{},
4730420,[Starscourge Radahn] Bullet - Arrow Rain,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4730420,247300420,c4730:3101@2.567,2,1,{},
4730422,[Starscourge Radahn] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4730422,247300422;247300421;247300420,c4730:3101@2.567,2,1,{},
4730423,[Starscourge Radahn] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4730423,247300423;247300422;247300421;247300420,c4730:3101@2.567,2,1,{},
4730426,[Starscourge Radahn] Bullet - Arrow Rain,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4730426,247300426,c4730:3101@2.567,2,1,{},
4730492,[Starscourge Radahn] Bullet - Giant AoE Slam,D,Ground pull and giant explosions,name,0,0,0,1,4730492,247300492,c4730:20013@2.600,2,1,{},
4730644,[Starscourge Radahn] Bullet - Lightning Spawn AoE,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4730644,247300644;247300643,c4730:1003012@1.900,2,1,{},
4730645,[Starscourge Radahn] Bullet - Ground Lightning,U,Unapproved screening result,airborne-avoidance;name,0,0,1,1,4730645,247300645,c4730:1003012@2.467,2,1,{},
4730654,[Starscourge Radahn] Bullet - Lightning Spawn AoE,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4730654,247300654;247300653,c4730:1003013@1.900,2,1,{},
4730655,[Starscourge Radahn] Bullet - Ground Lightning,U,Unapproved screening result,airborne-avoidance;name,0,0,1,1,4730655,247300655,c4730:1003013@2.467,2,1,{},
4730732,[Starscourge Radahn] Bullet - Ground Lightning,U,Unapproved screening result,airborne-avoidance;name,0,0,1,1,4730732,247300732,c4730:1003021@2.667,2,1,{},
4730751,[Starscourge Radahn] Bullet - Ground Lightning,U,Unapproved screening result,airborne-avoidance;name,0,0,1,1,4730751,247300751,c4730:1003024@1.933,2,1,{},
4730767,[Starscourge Radahn] Bullet - Ground Lightning,U,Unapproved screening result,airborne-avoidance;name,0,0,1,1,4730767,247300767,c4730:1003030@8.500,2,1,{},
4750281,[Godrick the Grafted],U,Unapproved screening result,airborne-avoidance,0,0,1,0,,247500281,c4750:3018@1.600,4,2,{},
4750350,[Godrick the Grafted] Axe Slam,D,Separate body and weapon contacts,name,0,0,0,0,,247500350,c4750:3025@1.733,4,2,{},
4750381,[Godrick the Grafted],U,Unapproved screening result,airborne-avoidance,0,0,1,0,,247500381,c4750:3028@2.000,4,2,{},
4750410,[Godrick the Grafted] Bullet - Rocks Triple,B,Godrick axe-ground pulses,airborne-avoidance,0,0,1,0,4750411,247500410,c4750:3031@2.367;c4750:3031@3.400,4,2,{},
4750413,[Godrick the Grafted] Bullet - Rocks Triple,B,Godrick axe-ground pulses,airborne-avoidance,0,0,1,0,4750414,247500413,c4750:3031@5.733,4,2,{},
4750462,[Godrick the Grafted] Bullet - Explosion,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4750463,247500462,c4750:3036@1.400,4,2,{},
4750490,[Godrick the Grafted] Bullet - Fire Volcano,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4750490;4750491;4750492,247500490;247500491,c4750:3039@2.667,4,2,{},
4750550,[Godrick the Grafted] Bullet - Rocks Doubble,B,Godrick axe-ground pulses,airborne-avoidance,0,0,1,0,4750551,247500550,c4750:20005@2.800,4,2,{},
4750553,[Godrick the Grafted] Bullet - Rocks Doubble,B,Godrick axe-ground pulses,airborne-avoidance,0,0,1,0,4750554,247500553,c4750:20005@4.233,4,2,{},
4750600,[Godrick the Grafted] Phase Shift,U,Unapproved screening result,airborne-avoidance,0,0,1,0,,247500600,c4750:20010@5.733,4,2,{},
4760051,[Fire Giant] Bullet - Snow Pullup,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760054,247600151,c4760:3005@1.700,6,2,{},
4760060,[Fire Giant] Stomp,U,Unapproved screening result,name,0,0,0,1,,247600160,c4760:3006@1.633,6,2,{},
4760061,[Fire Giant] Stomp,U,Unapproved screening result,name,0,0,0,1,,247600161,c4760:3006@3.367,6,2,{},
4760062,[Fire Giant] Bullet,B,Fire Giant foot bursts,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4760062,247600162,c4760:3006@1.767;c4760:3006@3.533,6,2,{},
4760080,[Fire Giant] Bullet - Fireball,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760081,247600180,c4760:3008@2.700,6,2,{},
4760091,[Fire Giant] Bullet - Fell Sun Linger,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4760099,247600190,c4760:3009@2.000,6,2,{},
4760130,[Fire Giant] Bullet - Fire Pillars,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760133;4760134;4760135,247600230,c4760:3013@2.667,6,2,{},
4760170,[Fire Giant] Stomp,U,Unapproved screening result,name,0,0,0,1,,247600270,c4760:3018@1.967,6,2,{},
4760171,[Fire Giant] Bullet,B,Fire Giant foot bursts,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4760171,247600271,c4760:3018@2.100,6,2,{},
4760270,[Fire Giant] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760271,247600370,c4760:1003007@1.833;c4760:1003007@2.500,6,2,{},
4760281,[Fire Giant] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4760289,247600380,c4760:1003008@3.667;c4760:1003008@4.167,6,2,{},
4760290,[Fire Giant] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760294,247600390,c4760:1003009@1.733;c4760:1003009@3.333;c4760:1003009@5.867,6,2,{},
4760300,[Fire Giant] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760303;4760304;4760305,247600400,c4760:1003010@3.333;c4760:1020000@6.467,6,2,{},
4760900,[Fire Giant] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760082;4760272,247600180;247600370,c4760:1003007@1.833;c4760:1003007@2.500;c4760:3008@2.700,6,2,{},
4760901,[Fire Giant] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760098;4760288,247600190;247600380,c4760:1003008@3.667;c4760:1003008@4.167;c4760:3009@2.000,6,2,{},
4760902,[Fire Giant] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760132;4760302,247600230;247600400,c4760:1003010@3.333;c4760:1020000@6.467;c4760:3013@2.667,6,2,{},
4760904,[Fire Giant] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760212,247600310,c4760:1003001@3.667;c4760:1003001@3.933;c4760:1003001@4.200;c4760:1003001@4.467;c4760:1003001@4.733;c4760:1003001@5.000;c4760:1003001@5.300;c4760:1003001@5.533;c4760:1003001@5.767,6,2,{},
4760905,[Fire Giant] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760295,247600390,c4760:1003009@1.733;c4760:1003009@3.333;c4760:1003009@5.867,6,2,{},
4760906,[Fire Giant] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4760342,247600440,c4760:1003014@5.167,6,2,{},
4770161,[Valiant Gargoyle] Bullet - Roar,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4770164,247700161,c4770:3006@1.700;c4770:3010@2.200,19,11,{},
4770252,[Valiant Gargoyle] Bullet - Stomp AoE,C,Valiant Gargoyle stomp,name,0,0,0,0,4770253,247700252,c4770:3015@1.133,19,11,{},
4770322,[Valiant Gargoyle] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4770325,247700322,c4770:3022@4.367,19,11,{},
4770352,[Valiant Gargoyle] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4770355,247700352,c4770:3025@2.900,19,11,{},
4770382,[Valiant Gargoyle] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4770385,247700382,c4770:3028@4.367,19,11,{},
4770392,[Valiant Gargoyle] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4770395,247700392,c4770:3029@2.900,19,11,{},
4770431,[Valiant Gargoyle] Bullet - Roar,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4770434,247700431,c4770:3033@1.700;c4770:3034@2.200,19,11,{},
4770732,[Valiant Gargoyle] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4770735,247700732,c4770:1003023@2.833,19,11,{},
4770752,[Valiant Gargoyle] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4770755,247700752,c4770:1003025@2.833,19,11,{},
4770880,[Valiant Gargoyle] Bullet - Aromatic,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4770880;4770881;4770885;4770886;4770890;4770891;4770895;4770896,247700880;247700885;247700890;247700895,c4770:2003000@3.000;c4770:2003000@5.800;c4770:2003006@3.600,19,11,{},
4770920,[Valiant Gargoyle] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4770920;4770921,247700920,c4770:1020025@1.833;c4770:20025@1.833,19,11,{},
4770930,[Valiant Gargoyle] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4770930;4770931,247700930,c4770:1020026@1.833;c4770:20026@1.833,19,11,{},
4800020,[Mohg] Bullet - Fire Pool,U,Unapproved screening result,airborne-avoidance,0,0,1,0,4800020;4800753,248000110;248000240;248000320;248000751;248000331;248000561;248000581;248000631;248000761;248000841;248000842;248000571;248000605;248000608;248000621;248000837;248000332;248000333;248000591;248000701;248000711;248000771;248000791;248000801,c4800:1003006@0.933;c4800:1003007@1.000;c4800:1003008@1.467;c4800:1003009@1.100;c4800:1003010@1.133;c4800:1003010@2.967;c4800:1003012@1.067;c4800:1003013@1.067;c4800:1003020@1.433;c4800:1003021@1.933;c4800:1003025@0.467;c4800:1003026@1.000;c4800:1003027@1.800;c4800:1003029@1.100;c4800:1003030@1.100;c4800:1003031@1.433;c4800:1003033@3.967;c4800:1003034@1.500;c4800:1003034@1.633;c4800:3001@2.233;c4800:3014@1.867;c4800:3015@1.833;c4800:3022@1.567;c4800:3023@10.733;c4800:3028@1.333,6,2,{},
4800030,[Mohg] Bullet - Fire Pool,U,Unapproved screening result,airborne-avoidance,0,0,1,0,4800030,248000260,c4800:3016@1.700;c4800:3017@2.267,6,2,{},
4800040,[Mohg] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4800040;4800050,248000040,c4800:1003024@1.833;c4800:1003029@3.700;c4800:1003032@2.667,6,2,{},
4800210,[Mohg] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4800211,248000210,c4800:3011@0.800,6,2,{},
4800430,[Mohg] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4800431,248000430,c4800:1003033@2.400;c4800:3033@2.400,6,2,{},
4810180,[Erdtree Avatar] Butt Slam,D,Separate body and weapon contacts,name,0,0,0,1,,248100180,c4810:3008@2.600,18,10,{},
4810183,[Erdtree Avatar] Bullet - Butt Slam AoE,B,Avatar ground waves,airborne-avoidance;name,0,0,1,0,4810183,248100183,c4810:3008@2.667,18,10,{},
4810250,[Erdtree Avatar] Bullet - Stomp,B,Avatar ground waves,airborne-avoidance;name,0,0,1,0,4810250,248100250,c4810:3015@1.133,18,10,{},
4810260,[Erdtree Avatar] Rot Butt Slam,D,Separate body and weapon contacts,name,0,0,0,1,,248100260,c4810:3016@2.600,18,10,{},
4810263,[Erdtree Avatar] Bullet - Butt Slam AoE,U,Unapproved screening result,name,0,0,0,0,4810263,248100263,c4810:3016@2.667,18,10,{},
4820500,[Omenkiller] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4820500;4820501,248200500;259800500,,23,12,{},
4910171,[Magma Wyrm] PH2 Crush AoE,C,Magma Wyrm ground crush,airborne-avoidance,0,0,1,1,,249100171,c4910:1003000@3.167,8,5,{},
4910331,[Magma Wyrm] Crush AoE,C,Magma Wyrm ground crush,airborne-avoidance,0,0,1,1,,249100331,c4910:3010@2.933;c4910:3011@2.933,8,5,{},
4910900,[Magma Wyrm] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4910510;4910511,249100510,c4910:1003009@2.600,8,5,{},
4950105,[Tibia Mariner] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4950105,249500105,,5,5,{},
4950135,[Tibia Mariner] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4950135,249500135,,5,5,{},
4960800,[Giant Skeleton Torso] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4960800,249600800,c4960:20010@7.000;c4960:3003001@3.067;c4960:3004@7.000;c4960:3020010@7.000,5,4,{},
4960900,[Giant Skeleton Torso] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,0,4960901,249600900,c4960:20012@3.467;c4960:20012@5.267;c4960:20012@8.200;c4960:3000@2.733;c4960:3003003@2.333;c4960:3003003@4.100;c4960:3003003@7.067;c4960:3003004@2.467;c4960:3003004@4.933;c4960:3003@3.267;c4960:3005@2.433;c4960:3020012@3.467;c4960:3020012@5.267;c4960:3020012@8.200,5,4,{},
4980141,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980141,249800141,,11,9,{},
4980171,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980171,249800171,,11,9,{},
4980200,[Death Rite Bird] Bullet - Peck,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980200;4980500,249800200;249800500,c4980:3017@1.367;c4980:3017@1.867,11,9,{},
4980210,[Death Rite Bird] Bullet - Peck,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980210;4980510,249800210;249800510,c4980:3018@0.967;c4980:3038@1.033;c4980:3038@1.433,11,9,{},
4980240,[Death Rite Bird] Bullet - Pull Out Ground,U,Unapproved screening result,name,0,0,0,1,4980240,249800240,c4980:3022@0.800,11,9,{},
4980300,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980300,249800300,c4980:3026@1.333;c4980:3034@0.767;c4980:3035@0.800,11,9,{},
4980411,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980411;4980412,249800411,,11,9,{},
4980431,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980431,249800431,,11,9,{},
4980433,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980433,249800433,,11,9,{},
4980441,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980441,249800441,,11,9,{},
4980471,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980471;4980472,249800471,,11,9,{},
4980500,[Death Rite Bird] Bullet - Peck,U,Unapproved screening result,airborne-avoidance,0,0,1,1,,,,0,0,{},
4980521,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980521,249800521,c4980:3019@2.400,11,9,{},
4980551,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980551,249800551,c4980:3023@1.167,11,9,{},
4980561,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980561,249800561,c4980:3024@1.900,11,9,{},
4980600,[Death Rite Bird] Stomp,U,Unapproved screening result,name,0,0,0,1,,249800600,c4980:3028@4.467,11,9,{},
4980630,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980632;4980633;4980813;4980814;4980823;4980824,249800800;249800630;249800810;249800820,c4980:3031@3.900,11,9,{},
4980650,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980650;4980651;4980652,249800650,c4980:3033@1.933;c4980:3033@1.967;c4980:3033@2.100;c4980:3033@2.133;c4980:3033@2.200;c4980:3033@2.267;c4980:3033@2.367;c4980:3033@2.433;c4980:3033@2.467;c4980:3033@2.600;c4980:3033@2.633;c4980:3033@2.667,11,9,{},
4980660,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980660,249800660,c4980:3026@1.333;c4980:3033@1.933;c4980:3034@0.767;c4980:3035@0.800,11,9,{},
4980740,[Death Rite Bird] Bullet,D,Death Rite Bird shared ghostflame,small-floor-probe;small-short-enemy-bullet,0,0,0,1,4980544;4980923;4980943,249800543;249800542;249800920;249800940,c4980:3011@0.633;c4980:3024@1.833;c4980:3039@2.467,11,9,{},
4980911,[Death Rite Bird] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4980911,249800911;249800910,c4980:3004@1.267;c4980:3014@0.967,11,9,{},
5000101,[DLC - Commander Gaius] Bullet,C,Gaius local ground effects,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,5000101,250000101,c5000:3000@1.167,3,1,{},
5000111,[DLC - Commander Gaius] Bullet,C,Gaius local ground effects,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,5000111,250000111,c5000:3001@1.667,3,1,{},
